,User,Location
812,BaudoAP,"Pereira, Colombia"
813,aliuxfr,
814,FLIP_org,Colombia
815,De_LaCantuta," Sur de Bolivar, Col🇨🇴 LatAm"
816,S4r4YM0nr01,Colombia
817,Marcela43808844,
818,pecashija,"Bogotá, D.C., Colombia"
819,leorpach,
820,Felipeocampo71,"Manizales, Colombia"
821,SieNathalia,Bogota
822,BolanosTruque,
823,MarthinD_avila,"Bogotá, Colombia "
824,Sthefany0225,
825,Cindykat90,
826,SINOLVIDO,Colombia
827,jjmoralestv,Cali Colombia
828,CNA_Colombia,Colombia
829,OcampoComenta,
830,12345dubalier,"Valledupar, Colombia"
831,DirInves_FULL,"Bogotá - Cartagena, Colombia"
832,RobynsonJ,Bogotá
833,vivaciudadania,
834,SergioF43189948,
835,AntonioSanguino,"Bogotá, Colombia"
836,JamesOsorio,"Medellín, Colombia"
837,Richardbautis7a,"Bogotá, D.C., Colombia"
838,AnaBejaranoRG,
839,CODHESColombia,Colombia
840,Dejusticia,"Bogotá, Colombia"
841,JavierDAstu,"Palmira, Colombia"
842,ShekoPC,Polombia
843,agustinduranLA,"Los Angeles, CAlifornia."
844,nasapaisa,
845,Cali24Horas,Santiago de Cali
846,DAlbancando,"Ambato, Ecuador"
847,Laura_Herrera,
848,juandalonso2014,
849,ManuelGarzon27,
850,ElprofeJhon_,"Palmira, Colombia"
851,MovimientoMAIS,Colombia
852,Vamosaluchar20,
853,JorgeGomezG_,"Antioquia, Colombia"
854,sindicalismoIn,
855,APopularSRO,
856,lauramirezcast,"Bogotá, D.C., Colombia"
857,VeraNRueda1,COLOMBIA
858,lauracastella1,"Madrid, España "
859,FontibonSomosT,Fontibón
860,LuisaRi17935173,
861,carolinacaxtro,"Bogotá, DC, Colombia"
862,ZituFabian,"San Carlos de Bariloche, Argen"
863,juguitodecorozo,"Bogotá, D.C., Colombia"
864,Bonny_Bonitha,El Salvador
865,juanjomedinam_,Colombia
866,FLAKMOLINA,"Bogota, Colombia"
867,alejalesmes1,
868,calihumano,
869,SapCgt,
870,hausfree,
871,RedactoresNewsw,Bogota
872,LaCombariza,Colombia
873,andreporfavor,"Bogotá, Colombia"
874,OmiCaricaturas,
875,GStephaniezg17,
876,sergiortegaz,Colombia
877,JuvREBELDE,Colombia
878,unanacondalegre,Far Far Away 
879,RockerFighter,Colombia
880,angelic269,Colombia
881,AntonietaCano,"Bogotá y Manizales, Colombia"
882,Boteromarita,
883,BLeoaguilar,Tocancipá
884,Jonathan_M_L,
885,powergirl1000,
886,Aurelianolatino,Dogville y Bogotá
887,kingdom_wilson,COLOMBIA
888,8vBW1GrXemTS02z,"La Belleza, Colombia"
889,GeneralParo,
890,camigalan,"Bogotá, D.C., Colombia"
891,CasAmericas,"La Habana, Cuba"
892,YohaSuspended,
893,Celticpunx2,
894,elchanchicito,Nepal
895,LabradaNereyda,La Habana
896,manuelarrietaa,"Bogotá, D.C., Colombia"
897,lupaniaguab,"Bogotá, D.C., Colombia 🇨🇴 "
898,NikiSalome,"Bogotá, D.C., Colombia"
899,slnathaly,
900,LuchoEscobar3,VILLAVICENCIO COLOMBIA
901,MtmNicolas,"Caracas, Venezuela"
902,serranonat__,"Barranquilla, Colombia"
903,BrianDi25525362,
904,PsAVisualMedia,LItorsfera ESxCLA-vIsADA
905,LizethValbuena6,"Pereira, Colombia"
906,JessAlbeiroZul1,"Santa Rosa de Cabal, Colombia"
907,soysionista,Colombia
908,BotonZapato,
909,DefensoriaCol,República de Colombia
910,UDLAEcuador,"Quito, Ecuador"
911,CampesinosColom,Colombia
912,SeguridadCali,"Cali, Colombia"
913,MP_Jime_Car,
914,ec_estu,Colombia
915,juvenalga2018,COLOMBIA
916,JeanCar21371098,"Santa Marta, Colombia"
917,docratex,Colombia
918,rubenlozano530,.CO
919,CutAntioquia,Antioquia
920,JulinkAriza,"Bogotá, D.C., Colombia"
921,davidj_GM,"Pereira, Colombia"
922,keadlob4,"Cúcuta, Colombia"
923,CutSantander,
924,RamirezAnllel,A la Izquierda
925,McLitosOficial,
926,henyerhuriza,"Villavicencio, Colombia"
927,sj_augusto,
928,camlala_mc04,"Santa Marta, Colombia"
929,DANIELZEA,MEDELLIN
930,ManuelDelborneo,Norte de Caracas.
931,Ladelperro,Medellín
932,CamilaZarateZ,Valparaíso
933,cayomur,"10.036558,-73.233494"
934,juan90e1,tu mama xd
935,ZtebenZoacha,Bogotá
936,CherrybombJe,
937,HogaresEb,Barquisimeto Estado Lara
938,M_somosveLara,Barquisimeto 
939,BoyacaEsNoticia,"Tunja, Boyacá Colombia"
940,AhhhhhMarico,
941,RodriguezChao,Lugo
942,solracram,
943,RYamSXZ9,"Bogotá, D.C., Colombia"
944,PrensaUney,"San Felipe, Venezuela"
945,yessancris,Zootopia 
946,SurCristobal,"Soacha, Colombia"
947,SergioComunes,Bogotá D.C
948,DEEJAYCR,Colombia
949,vicpenr,
950,cyberrastafari,Colombia
951,marcepa2011,Panama
952,sobredo_sis,Palomino guajira
953,Alejandro_Ce,"Bogotá, DC, Colombia"
954,TUKANAL,"Cúcuta, Colombia"
955,JartoYa,Ciudadano del Mundo
956,daanielash,
957,StefanyAndreaM1,
958,UnJuanLozano,Bogotá Colombia
959,Descualquierada,La tierra del olvido 
960,HarimPotter,Colombia
961,GPTW_Spain,Madrid
962,jerojasrodrigue,Colombia
963,AntiuribistaSoy,
964,FIP_AL,"Buenos Aires, Argentina"
965,___hacm,Andrómeda
966,Ying_del_sur,"Ipiales, Colombia"
967,lermus_c,
968,LorePT341,
969,Ardilanolulle,"Boston, NY"
970,Malenasauria,
971,SandinoVictoria,Colombia
972,FaridComun,"Bogotá, D.C., Colombia"
973,gustavorsm,"Cali, Colombia"
974,CGustavoPeSa,"Ibagué, Colombia"
975,NeraVersicolor,Colombia
976,ElPeriodismo2,"La Calera, Colombia"
977,Andres297506154,
978,CorpVihdaNueva,"Bucaramanga, Colombia"
979,CIIEMADIPN,Gustavo A. Madero
980,andrescamachom_,"Bogotá, DC, Colombia"
981,antiprecario,
982,AlemanaPte,"Frankfurt on the Main, Germany"
983,Almundoluz,
984,MariaFdaCabal,"Bogotá, Colombia "
985,Lagata2711,
986,elenadussangma1,
987,03verd,"Palmira, Colombia"
988,Phastamorir,Colombia
989,Fuckyou29694894,#SOSCOLOMBIA NOS ESTAN MATANDO
990,OrtizJunior15,Cali - Colombia
991,Don_Andres_1980,"Chicago, IL"
992,6G_Daniel,Colombia
993,DiegoGu11125599,
994,Boyslovecol,Colombia
995,StevenGarnica6,
996,CalidadMurillo,
997,mrthik,
998,Charlie_sl73,Point charlie 
999,Germanf02582260,
1000,HenryXavierJr,"New York, USA"
1001,Karitogonza5,
1002,EdwinSanchez_18,"Medellín, Colombia"
1003,luissgutiortiz,
1004,ricardoansal,Colombia
1005,Bladimi05794342,
1006,ViUribista,"Bogotá, DC, Colombia"
1007,libreencolombia,Colombia Libre
1008,jotaareyes,"Barranquilla, Colombia"
1009,richvelasquezc,"6,000.00 kms away from home"
1010,LStella56,Bucaramanga!  
1011,agarciam0879,"Bogotá D.C., Colombia"
1012,RobayoArenas,En algún lugar.
1013,cesmofuerza,
1014,jcbayona1,
1015,gloriagangel,
1016,160560A,
1017,EneidaS23,Bogota Colombia
1018,SmileMaps,Yestoday. 
1019,leozulu3,valle del cauca 
1020,MechasMo,
1021,Aurissuarez,"Bogotá, D.C., Colombia"
1022,federick2015,
1023,doblerabodeaji,Medellín-Colombia
1024,SofiaMo2376,en algún lugar del mundo 
1025,LuisMen00542610,
1026,Pablito_derecho,Bogota
1027,MrUribista,
1028,LHName,Bogotá D.C.
1029,erikadiavanera,
1030,lilianaescobarg,
1031,dianacvdiaz,
1032,shirley24011549,
1033,UnicdAntOficial,"Antioquia, Colombia"
1034,maolozan,"Bogotá, Colombia"
1035,chechimartinez,
1036,dani0607g,
1037,mokina11,
1038,DANIELCUCUTA,"Bogotá, D.C., Colombia"
1039,Jessica_alexa12,
1040,EliorCymbler,
1041,azulylila,Colombia
1042,JBlackBerry10,
1043,clarooscuro20,
1044,GloryaL3,Colombia
1045,neatae_ot7,the heart of V. 
1046,JPericoA,"Bogotá, D.C., Colombia"
1047,b753a5a255a3451,Bogotá
1048,LaInsurgente1,
1049,kittylup2,
1050,namjin_vkok,
1051,AngelaZuluagaT,Colombia
1052,gcheman,
1053,juanc_hernan,
1054,clelan7,Bogota
1055,dan0_9,
1056,JusticiaEsPaz35,"Montería, Colombia"
1057,freecolombia2,
1058,MarBuz_576,🔘 ▶ __________  0:33
1059,Millie_0105,🌚
1060,7sugaboo,"Bogotá, D.C., Colombia"
1061,CONSUELOSOTOV,
1062,Camiloortiz2200,Howard's
1063,BUITRAGO0312,colombia 
1064,omardj83,
1065,ARMANDO84288754,"Bogotá, D.C., Colombia"
1066,CazadorTrinos,"Bogotá, D.C., Colombia"
1067,marciniegasz,medellin
1068,aduque58,"Medellín, Colombia"
1069,dcortes2,
1070,Andres_OGomez,Bogotá 
1071,milufa,
1072,Jair77215003,
1073,PablomSenior,Caribe y Colombia 
1074,Dianapbarona,Cali
1075,CeroComa6,
1076,MilaSurezR,
1077,brisa7766433br1,Francia
1078,oscar_vergaraOV,
1079,jalvar42,"Bogotá, D.C., Colombia"
1080,clau902,"Bogotá, D.C., Colombia"
1081,MOinternationa,Estados Unidos
1082,ossaveac,Medellín 
1083,karolwhite28,Bogota Colombia
1084,AlexVie82406274,
1085,AplastaCabal,
1086,abogadonelsonj,
1087,Beatriz14470382,Colombia
1088,Luisitolarevan1,
1089,Andres90462816,
1090,Lipatsanin,Colombia
1091,olgaiarango,
1092,CHAMACO74650710,
1093,moralito50,Colombia
1094,sodama921,
1095,LEO06076235,
1096,ivanmaldonado07,Colombia
1097,LucelyGarcia10,
1098,Mariana38311921,#Cuba🇨🇺
1099,PAME3_02F,"Aquí, allá, En Cualquier Lugar"
1100,masuro315,Colombia
1101,Naticavama,
1102,MitterrandMoni,DICTADURA COLOMBIANA 
1103,Yulivillegas,Cali - Colombia
1104,jcjjcj,Colombia
1105,David__Ceballos,Colombia
1106,espirituesencia,
1107,Tatiianacg,"Cali, Colombia"
1108,zongodieudonne7,
1109,RamiroM16023541,
1110,artpolaris269,"Cali, Colombia"
1111,ElCura17,
1112,pywirrarika,"Stuttgart, Deutschland"
1113,dimaruz,
1114,briancardona82,La sucursal del cielo
1115,paolahadto,"Manhattan, NY"
1116,Calenadecorazon,
1117,mistermmd,Colombia
1118,OpCanary,
1119,YourAnonCentral,You're Always Connected
1120,Jhotanan6,En un bucle.
1121,CrlyCrvyPassion,"Florida, USA"
1122,JAVIB0Y,
1123,MelancoRomantic,Colombia
1124,Kevinwarrior19,
1125,tempboo13,"Arkansas, USA"
1126,JorgiEcheverri,"Medellín, Colombia"
1127,heavydmail,"Alberta, Canada"
1128,KoboMillan,
1129,danyphantom2040,"Karachi, Pakistan"
1130,Internl_Leaks,World
1131,enough14,Planet Earth
1132,Yineth60307373,
1133,JullyAcuna,"Berlin, Germany"
1134,Ally4Us,"Kumeyaay Land (San Diego, CA )"
1135,Karo_Sant,Colombia
1136,AnndieRocks,
1137,hellaspartisano,
1138,almejandria7,
1139,sonidos8drelax,
1140,chrissval13,Marte
1141,kneecoal691,
1142,luisromero226,Cali - Colombia
1143,IvnCampo1,"Popayán, Colombia"
1144,PodcastGreenRed,
1145,Arepa_Antiuribe,Colombia
1146,Judy33714622,
1147,telesurenglish,"Quito, Ecuador"
1148,Nefelibata_94,Rat City
1149,luisrodevia,Colombia
1150,AnonCentralMX,La jungla de Concreto
1151,anonopshispano,Global
1152,SomosAnon,
1153,VoxPopuliMx,
1154,ColombiaResis20,
1155,PersonalEscrito,
1156,albacaminante,
1157,cata_gmez,"Wisconsin, USA"
1158,KulpaBart,"London, UK"
1159,The5HbK,Everywhere
1160,JohanSustain,
1161,Yenifer43127088,Colombia
1162,cordezbar,Australia
1163,MujeresContando,Colombia y Ecuador
1164,sofianeyanni23,France
1165,Dagarcess,"Bogotá, D.C., Colombia"
1166,LeonardoBorCua1,"Santa Marta, Colombia"
1167,TomMullett,Colombia via Shaftesbury 🍄
1168,LiliCaicedo1,"London, Ontario"
1169,alexandriita005,Venus
1170,PinkCerberus,
1171,lamitadmasuno__,
1172,TheInsiderPaper,
1173,Boryscorp,Polombia
1174,tolipov_bek,🇺🇸
1175,Silencio009,
1176,jeyson1919,"cali,colombia"
1177,LeonardoTruj,cali
1178,DaniLargo,
1179,juanch0q,Colombia
1180,VivianaOM03,Cali
1181,EnterateCali,Cali - Colombia
1182,jsebasm96,Colombia
1183,19Alejo98,Caleño Oís
1184,clauss_jim,Cali - Colombia
1185,Juanespain,CaliWood -Colombia-Suramerica
1186,PUBLINET8,
1187,HEDOJUDI,
1188,AVCSantiago,
1189,shamyrcr,Soy del Pacífico Colombiano
1190,EsperanzaYepesO,"Santiago de Cali, Colombia"
1191,ElCamilonchas,"Bogotá, D.C., Colombia"
1192,anyfit08,"Cali, Colombia"
1193,AdrianOleas,"Cali, Colombia"
1194,AllisonRangel7,Bogotá
1195,soy_Eg,Cartagena-Colombia 
1196,Amarx1867,
1197,lapajaritata,
1198,AnitaCarabali,Cali
1199,VivianOrtega10,"Cali, Colombia"
1200,artunduaga19,"Cali, Colombia"
1201,MelendezResiste,"Cali, Colombia"
1202,97tutte97,"Bogotá, Colombia"
1203,RioTeffi,
1204,Matmax_col,Cali calentura 
1205,AliiDiana,
1206,midelato,
1207,katy_666,"Bogota, Colombia"
1208,alvaromiguelJR,acá Vé.
1209,lromerofm,"Santa Marta, Colombia"
1210,AIntales,La Calera
1211,dalas26662599,Colombia 
1212,BrayanE97,
1213,querraye,"Cali, Colombia"
1214,En_Red_Podemos,Colombia
1215,ManuelAmaya22,"cali, colombia"
1216,Viviana60739560,"Cali, Colombia"
1217,estebancaiced18,
1218,JhonPe08,
1219,nuncavencidoois,
1220,Jannerrodrigue6,
1221,EdwinDuqueMera,Cali Ve.
1222,vilena09,
1223,LauraCH2606,Cali
1224,Johnnatanlopez,Nafarroa
1225,Luis_Valdivieso,
1226,sharizard_a,"Cali, Valle"
1227,Julio_Gars_,BTA KENNEDY 
1228,alcero13,Valencia España
1229,Paozroca1,
1230,S_de_soto,
1231,Ladymoniquecoco,Spain
1232,LuisFTaylor,Cali —Colombia
1233,Gomezcobar,"Medellin, Colombia"
1234,AndersonGmez2,Bogotá
1235,Inscribe_Cedula,"Cali, Colombia"
1236,dophin11,Alacant
1237,CHFloridaCentro,Estado de la Florida-Centro.
1238,detractor0564,
1239,castiliae,
1240,maufer1022,
1241,CarJulDupont,Colombia
1242,marchalgtbicali,"Valle del Cauca, Colombia"
1243,Guerrerox2092,Aqui aveces
1244,LasyReal,
1245,DeiAparicio,colombia
1246,aisz1983,"Bogotá, D.C., Colombia"
1247,sneyder9721,"Cali, Colombia"
1248,AlexMartinez258,
1249,johacatlover,
1250,Alexrolapiz1, Argentina
1251,ShikreRaz,
1252,diegop4z,
1253,SandySchonhobel,Colombia
1254,Comunes_Cali,"Cali, Colombia"
1255,Leysari,"Bogotá, D.C., Colombia"
1256,Vive_Politica,"Bogotá, Colombia"
1257,Bastian57444762,
1258,yesc_nava,"Barrancabermeja, Colombia"
1259,Luchenzo010907,
1260,alterna_red,
1261,hechoencali1,Cali - Colombia
1262,agridulce_el,
1263,ColectivoMaloka,"Barcelona, Catalunya "
1264,Arquemedes,Cali - Colmbia
1265,MaacColombia,"Bogotá, DC, Colombia"
1266,PSiloe1,"Cali, Colombia"
1267,DianaMarMontoya,"Cali, Colombia"
1268,letsdefendcol,
1269,_MilennaJimenez,COLOMBIA
1270,Johanna29795004,London
1271,CosaAnti,
1272,uribista1000000,
1273,LEA_audiovisual,
1274,florez_pulgarin,Encuentreme si puede.
1275,H_U_V_A,Colombia
1276,evammariia,
1277,DanielBerrioDev,
1278,LaDonney_,"Cali, Colombia"
1279,Libardo42725706,Colombia
1280,ColHumanaLP,"La Plata, Argentina"
1281,dlpava,Bolívar (Valle)
1282,TodosporCali_,"Santiago de Cali, Colombia"
1283,Kali_si,
1284,pierrealee,Barranquilla - Santa Marta 
1285,lukasangel,
1286,Sindualidad,Colombia
1287,Iamguichaves,"Cali, Colombia"
1288,BecerraGabo,Bogotá
1289,Sol544183,
1290,luismartinezcue,en cualquir parte del mundo 
1291,big_d_rants,
1292,DavidAlternativ,colombia
1293,Monicongo_,"Bogotá, D.C., Colombia"
1294,Fu63953720,
1295,iriedani,"Medellín, Colombia"
1296,ALFREDOSAADEV,Colombia
1297,el_socro,
1298,librepensador04,
1299,jazm19871,
1300,AlejoBolivarL,"Cali, Valle, Colombia"
1301,DonPalabras80,
1302,priradiotv,"Bogotá, D.C., Colombia"
1303,AnalisisUrbano,Medellin Antioquia
1304,Andres_Cortes99,Palmira valle 
1305,iamdayana21,"Cali, Colombia"
1306,Equipo21N,
1307,David_Millan_O,Colombia
1308,Barush89119666,
1309,AOR666,
1310,TaTaN0074,"Cali, Colombia"
1311,pily0415,Cali
1312,KristinaOpina,
1313,charry_manager,
1314,JuventuDeacero,
1315,ismeniaaguirreq,cali valle
1316,unidasporlapaz,"Berlin, Germany"
1317,EfeliDj,
1318,ximenotagarcia,Canada
1319,JustSamBe,
1320,Jose_David_0896,
1321,Robertclavijo9,
1322,gatunoyperruno,Cali
1323,Caprietto,Cali - Colombia
1324,lupachoguerra,
1325,RuthQuevedoF,"Bogotá, D.C., Colombia"
1326,LaynonOrtiz,
1327,ALCNoticias_Esp,
1328,19andresortega,Ciudad del Paro.
1329,HoyNoticias2,Cali-Valle del Cauca
1330,mapias15,Cali- Colombia
1331,guivaga1986,Colombia
1332,PaLasQueSeaCol,Colombia
1333,FaberSotoB,
1334,TNT38588485,
1335,Chirrystour,"Cali, Colombia"
1336,Amar2017,Cali Bella
1337,caliospina1,"Buenos Aires, Argentina"
1338,the_gerry,"Cali, Colombia"
1339,Lawyerneutro,
1340,SintraunicolUV,Colombia
1341,ENZOBRUNIL,En algun lugar de la tierra
1342,solomiroporno,Rumbo A La Agonía Perpetua
1343,JottaTb,
1344,acomoladocena,Narnia 
1345,KarenMRestrepo,Medellin Colombia
1346,OmaBoca,Washington DC
1347,GuignolsBand,...3rd from The Sun
1348,AdrianaRudling,"Bogotá, D.C., Colombia"
1349,sweetheart9919,The World 
1350,ColombiaMuisca,UK
1351,X8mogo,
1352,KingKlyde1,"New York, USA"
1353,ElVerdaderoPat2,
1354,dutchessprim,United States
1355,Mia08323190,
1356,TatianaB94,"Colombia, Medellín"
1357,CONSMO683,
1358,SM20129396,
1359,JayBeeBeats1,Canada
1360,LeydiGa02082978,"Medellín, Antioquía "
1361,Cacerolacollctv,
1362,LaRadioEstilo,"Chacao, Venezuela"
1363,roujiamojunxin,哥伦比亚
1364,julianhdez82,"Houston, TX"
1365,to_broo,
1366,stupidluli,BLM | any pronouns | esp/eng
1367,silviaflorezcla,
1368,A_Hnik,
1369,jsol510,"Oakland, CA"
1370,MariaConchita_A,IG: @mariaconchita_a
1371,B4uShouT_,
1372,TinaM1992,Canada
1373,Vote2saveUSA,"Georgia, USA"
1374,Pau13L,Hogwarts 🤑🤝
1375,Juanetes33,
1376,Catalin26448934,
1377,Jennifferd01,
1378,ArnaldoMarron,Argentina
1379,SOLIDARIDADMEL1,
1380,wilsoor,
1381,bellegor2717,
1382,Selena9423M,"Medellín, Colombia"
1383,frijolyto,
1384,Julianm36638769,
1385,ROLAJACK1,
1386,john53925,Bogota - Colombia
1387,cdoherrera,
1388,akuwink,𖤥   ˒  intj
1389,Juanpa_Garces_,Reykjavík
1390,muaaz0,"Johannesburg, South Africa"
1391,Pelis_Go,pelisgo.co
1392,KingH3rc,Where the cash at
1393,KrameRAcordeS,"Medellín, Colombia"
1394,NOFACE11001101,"New York, NY"
1395,nadineuwu,"London, England"
1396,OliviaMar5,
1397,devikadutt,"Northampton, MA; New Delhi"
1398,TowardFreedom,
1399,mar16508279,
1400,adeniumame,
1401,Daniela_Ask,
1402,YourAnonZero,
1403,RobTheRich0001,
1404,Aung15661127,
1405,selena66ww,Valencia
1406,JUPABLO33,"Bogotá, D.C., Colombia"
1407,lauphemerart,"Ibagué, Colombia"
1408,Ktbarragan,"Wageningen, The Netherlands "
1409,aerami_stome,United States
1410,AnglicaMilln6,
1411,JbYulieth,USA
1412,IamJuanKca,"Bogotá, D.C., Colombia"
1413,ima_press,UK
1414,Min_Darrick,
1415,GrupoCol4Col,"London, Ontario, Canada "
1416,SoniaVa24060859,"San Andres de Tumaco, Colombia"
1417,MITCoLab,Cambridge
1418,Elena76248924,
1419,chelemdubois,Francia
1420,parents4futureG,Gaia
1421,wilalcu,
1422,Helensaenz92,
1423,Mia34084871,
1424,edgardobu,"Montería, Colombia"
1425,ElDrius6,"Barranquilla, Colombia"
1426,DianaDi50700579,
1427,NicolasRiossal1,"Envigado, Colombia"
1428,jeffreycb7,
1429,TlJeferson,"Bogotá, D.C. "
1430,lauraflorez09,
1431,ingridjperez,Aqui
1432,EJRivarola,Villa del Rosario Córdoba Argentina
1433,diegoalarconc,"Cúcuta, Colombia"
1434,laulondo,Bogota colombia
1435,joselecaicedo,Colombia
1436,cin12gis,
1437,ggeral_,Colombia
1438,softcol23,
1439,andreybarragan,Colombia
1440,apocalipseNow13,
1441,desvengonzada,"Bogotá, D.C., Colombia"
1442,xime_772,Bogotá Colombia
1443,rglhyoy,
1444,alexduro01,
1445,AREPAENVENENADA,
1446,La_CateP,Ibagué. 
1447,angelagrajales,Colombia
1448,Alejand64347743,
1449,juanvillalbafor,
1450,LoveKpop_7,ColombianPower
1451,MAtriosKArjs,
1452,julymarcm,Colombia
1453,flacoradio,"Cali, Colombia"
1454,kvivianasanche2,Ibague- Colombia
1455,MegafonoPopular, Chile
1456,Harlynporras,"Cartagena, Colombia"
1457,FADEtumaco,Colombia
1458,DavidgMarin,
1459,KimBiased89,"Guanajuato, Gto. México"
1460,danibrunal,Medellín
1461,AA44444AAAA,"Narnia, a la vuelta"
1462,zc_valen,
1463,AlteraRevista,Sur de Colombia
1464,CoLeTeach,
1465,fotourbanareal,Colombia
1466,Margare57856239,
1467,juandavid1523,
1468,PizaRosita,
1469,pazparacol,
1470,fabire44,"Cali, Colombia"
1471,Adriana_Rodz8,colombia
1472,lourdesedilknne,colombia
1473,josegasimon,Uruguay
1474,Cristianjfranco,
1475,Jeff_Andru,Jamundi-Valle
1476,MalaOveja,
1477,Camila_Jr99,"Cúcuta, Colombia"
1478,Javiereb28,
1479,JeissonNinco,
1480,mlrb68,Colombia
1481,Erika_P_M,"Pradera, Colombia"
1482,GYGY79,Colombia
1483,gunner50d4,"Quito, Ecuador"
1484,elmundodeqyien,
1485,MalaMMujer,"Bogotá, D.C., Colombia "
1486,daniiela2410_,
1487,Hostil_3,colombia
1488,CamiloAcostaP1,
1489,daveta3,Quito
1490,Avilared,"Ávila, Spain"
1491,MIKUSAMAREVIEWS,
1492,MB_Janier,"Medellín, Colombia"
1493,DiegoGirBano,"Cali, Valle del Cauca,Colombia"
1494,FloryCantoX,Nicaragua
1495,ale_rizzo02,
1496,banvo99,Bogotá_Colombia 
1497,themore_20,España
1498,MarcelaLince,"Cali, Colombia"
1499,A1ejandroZamora,
1500,DemocrObreraMad,"Madrid, España"
1501,AndreaFerMars,
1502,ValeriG08,
1503,FerRubio94,"Bogotá, D.C., Colombia"
1504,josejuancarlosm,"Palmira, Colombia"
1505,ContameloCali,
1506,Jmonjoin1,
1507,IOcotepeque,Honduras
1508,TaekwondoRadio,"Bogotá, D.C., Colombia"
1509,__Popeta__,
1510,pasmol0506,MEDELLIN
1511,GONZLEZDUCUARA1,"Medellín, Colombia"
1512,Triana_cartoon,Mosquera (Cund.)
1513,Tierrasiete,
1514,Bedoya1982,
1515,SamiraBustama11,
1516,ser_seavers,
1517,ribas_felix,"Mérida, Venezuela"
1518,SandraValeriaV9,
1519,SamuelAbrahanS2,
1520,vicentejuan,"Alicante, España"
1521,ValeMendez21,
1522,Marthikafa,"Medellín, Colombia"
1523,FitoEmpreSario,
1524,Cesaref90,"Quito, Ecuador"
1525,HectorFlanker,CDMX occidental 
1526,JuanCua68581919,
1527,DeMenteBlogger,En mi casa
1528,stivenn2436,
1529,oliviaurrego,"Nueva York, USA"
1530,JuanJoseOcampoC,
1531,andreaqatalina,
1532,Libertad5912,🇨🇴
1533,Red_Assassin1,
1534,AlexTrader97,Me refugio en los placeres
1535,adri57ramos,En la Vía Láctea
1536,RitaMWelch,
1537,IMedianoche,"Bogotá, D.C., Colombia"
1538,alconanonymous,   ͡° ͜ʖ ͡°    ͡° ͜ʖ ͡°  ᕙᕙᕙ🌐
1539,lau_quintana_a,"Bucaramanga, Colombia"
1540,LautiMartinez76,
1541,ArmandoMuelas15,Desubicada totalmente 
