,User,Location
8317,TernuraPueblo,Colombia
8318,cuervoji,Bogotá
8319,claudibaez,PGP: 2B36 C3A3 0FA0 128E
8320,cutcolombia,Bogotá
8321,NuriaSuarez_R0,"Barcelona, Catalunya"
8322,hmarin72,3223000321
8323,AnderssonMarro6,
8324,susenoritarola,
8325,LegionRen,Rusia
8326,Marli824,Colombia
8327,Laucamkilla,Barranquilla
8328,Simona_Simo_,
8329,IriartePhoto,US & Latin America
8330,Doctorcruz2021,"La Calera, Colombia"
8331,EscudosAzules,
8332,lineadelmedioco,
8333,jann_marquez,"Tabio, Colombia"
8334,YerFa_Music,"Boyacá, Colombia"
8335,SamuelMunozGrd,
8336,elmurocolombia,"Bogotá, D.C., Colombia"
8337,PhyscoDeli,"Bogotá, D.C., Colombia"
8338,VerdadPacifico,Pacífico Colombia
8339,CRPacifico,"Cali, Valle del Cauca"
8340,gustavovelezr,"Tuluá, Colombia"
8341,rauljrojas,"Bogotá, D.C., Colombia"
8342,ramirezerre,Colombia del Sur.
8343,BluRadioCo,"Bogotá, D.C., Colombia"
8344,Kuwai_lenceria,📍Sincelejo/Sucre
8345,cultugrafia,
8346,StephaniVO,Colombia
8347,ESF16,"País Vasco, España"
8348,El_principitoGT,Ciudad de Guatemala
8349,useche_losada,
8350,Revista2caras,"Cali, Colombia"
8351,resistencia_baq,"Barranquilla, Colombia"
8352,RodrigoGCOMUNES,
8353,NunezJairo,Colombia
8354,SantiagoA_Acuna,
8355,Ccajar,Bogotá
8356,WMVallejo,"Cali, Colombia"
8357,MovilidadCali,"Cali, Colombia"
8358,RazonPublica,Bogotá
8359,Sebasti46325489,
8360,360RadioCo,Colombia
8361,Patriaessolida4,
8362,KalingaYo,
8363,FacuGallotti,
8364,cata_cepeda,"Bogotá, D.C., Colombia"
8365,GRINCH_U,Chapinlandia
8366,Karisma,"Colombia, América Latina"
8367,edavidmt,Bogota
8368,CSPP_,Bogotá / Colombia
8369,PATRIBAR4M,"Bogotá, D.C., Colombia"
8370,janielmelamed,
8371,GaboBenavidesB,Bogotá - Colombia
8372,faustoavila10,"Bogotá, D.C., Colombia"
8373,camria666,
8374,paisbipolar,Mundo Bipolar
8375,jaimeDeJesusBol,República del Caribe💚❤💛😍😍
8376,LUPAcolombia,Cali-Colombia
8377,ZoRyPina,Veracruz de Ignacio de la Llav
8378,PoliclinicoR,Cuba
8379,infoenlinea24,
8380,AndreaB58524348,"Barranquilla, Colombia"
8381,IdheannaGomez,Xalapa
8382,bayo_alf,Coatepeque - Guatemala
8383,roxanamr23,"Guanacaste, Costa Rica"
8384,LeosRand,"Funza, Colombia"
8385,henryxclusive,
8386,TY99378191,"Bogotá, D.C., Colombia"
8387,heelipthinker,
8388,pieImuerta,ella/she/her
8389,fz16julian,Santiago de cali. 
8390,yayita8dp,
8391,mcatica,
8392,lucecita0111,"Dubai, United Arab Emirates"
8393,oigasoyLu,"Buenos Aires, Argentina"
8394,InsOsorio3,"Bogotá, D.C., Colombia"
8395,AngelayYesid,"Medellín, Colombia"
8396,DazaAlfredo,Bolívar Cauca Colombia
8397,natiinathh,"Berlin, Germany"
8398,judetorresan,"Bogotá, D.C., Colombia"
8399,h3rrrrrr,Höchst im Odenwald
8400,rectormoreno,
8401,jklosan05,Algún lugar de Bolívar. 
8402,EstilachoH,
8403,Zero_Phantom,Antares
8404,EinherjerUltraD,Latinoamérica
8405,jeissono93,
8406,ChompitasTw,
8407,jarap38,
8408,gonzalez_caldas,"Bogotá, D.C., Colombia"
8409,JorgeMontoyaG1,"Bogotá, D.C., Colombia"
8410,Dmgmatias,Colombia
8411,reyesmix21111,Colombia
8412,OmarBarten,
8413,Liliosor,"Colombia 	(⌐■_■)"
8414,fabiomins,"Bogotá, D.C., Colombia"
8415,nancybt2021,"Bogotá, D.C., Colombia"
8416,jw_boogeyman,
8417,LaureanoTirado,"Santander, Colombia"
8418,Gloriaicairo,
8419,henao1012,Medellin
8420,ChonMayor,Metropolitana de Santiago
8421,ElCaveman_,
8422,ocballesteros,
8423,RepublicaDiestr,Colombia
8424,LunaMic04937557,🌙
8425,PJi2021,
8426,juanpaco16,"medellin, Antioquia"
8427,cadavra,El Platanal
8428,paoballe,"Cali, Colombia"
8429,alejandra9119,Estados Unidos
8430,nchaves74,Bogotá
8431,caro3111811,"Medellín, Colombia"
8432,TVyMovies,🌎
8433,tianvel19,"Ramiriquí, Colombia"
8434,jpepas,
8435,LaOtraIzquierda,36 grados 1/2
8436,Cesaraupin,U. Leipzig
8437,RafaelWNunez,Ciudadano del mundo.
8438,SanMenar,†
8439,Mariela07441984,Colombia
8440,yelvergomez,"Funza, Colombia"
8441,BENDECIDO9072,
8442,Necrotante,"Bogotá, D.C., Colombia"
8443,CRISTHIANCCT,Cali (Colombia)
8444,mariog1512,"Miami Beach, FL"
8445,julio_eskarlata,"Barcelona, España"
8446,torvicsmad,
8447,marloncgo,CALI
8448,CarrillonavasG,"Bogotá, D.C., Colombia"
8449,SimonTolomeooo,Te estamos observando.. 👀
8450,ANYICITAA,Bogota
8451,2012Labac,"Cali, Colombia"
8452,Edguba31,
8453,Cabieles78,
8454,Einar_Gerd,Estados Unidos
8455,willywed2015,
8456,JavierSilvaCol,Colombia
8457,rem_valdivia,
8458,csald002XTX,Chile
8459,GarciaPatriota,Colombia
8460,alexmonroy2015,"Villarrica, Colombia"
8461,JosManu96511103,"Bogotá, D.C., Colombia"
8462,CaliSecuestrada,Cali Petare
8463,ecojuanfe,En la Derecha
8464,ja80tas,"Anapoima, Colombia"
8465,andruco21,
8466,Fernand95906648,
8467,santyv20001,"Medellín, Colombia"
8468,nelsonaponte111,"Bogotá, D.C., Colombia"
8469,ModugnoDomeniko,
8470,Ayalaozarco,
8471,gesuriberg,
8472,GLeguizamon2,Colombia
8473,ReaccionaC,Colombia
8474,Riniberm,Medellin Colombia
8475,JulianUrregoA,Bogotá-Colombia
8476,Martinez07Ma,"Bogotá, Colombia"
8477,KattyF7,Chile
8478,ruben_moran1138,
8479,RENIAJ2,
8480,miguelidarragah,"Pereira, Risaralda, Colombia"
8481,castelblanco69,
8482,carlopez5819,
8483,mtonyrr,
8484,WIMABOK,
8485,Pichu350,EN LA DERECHA! 
8486,Alpachon,"Moscú, Rusia"
8487,maogarciabotero,medellin colombia
8488,OscarCa80877411,"Florida, Colombia"
8489,Pacheco9627,Colombia 🇨🇴📍
8490,aldexdark1927,"Cúcuta, Colombia"
8491,gustarano,
8492,gustavopadillao,"Cali, Colombia"
8493,IgnacioEchavar6,"Bogotá, D.C., Colombia"
8494,NotiOlga,Colombia
8495,JuanchoSoy2,Júpiter
8496,don_quien,"Bogotá, D.C., Colombia"
8497,agasesores,ESTADO VARGAS VENEZUELA
8498,cristy2229,"Bogotá, D.C., Colombia"
8499,miguelherzam2,Bogotá
8500,Uncriticomas123,
8501,cardenasjorgee,COLOMBIA PAPÁ!!!
8502,gobusinessnow,57-3505238221
8503,joviandsammy,COLOMBIA
8504,alejogrita,"Bogotá, Colombia"
8505,freddy_perez08,Bogotá - Colombia
8506,jaramillolujan,"Bogotá, Colombia "
8507,Valereyruiz,"Medellín, Colombia"
8508,cjaxtrixt3x,Quindío - Bogotá - las ruinas
8509,Jessica41105115,Colombia
8510,CortesEmir,(acacias- meta)
8511,MaraJos24607884,
8512,Dulcineakroos,🇨🇱🇨🇴
8513,MaritzaMReina,
8514,rojas_gustavo69,un rincón de mi planeta azul 
8515,MelinaLayton,Bogotá/Toulouse
8516,ndrescolombia,
8517,andresdiaz7,"Cali, Colombia"
8518,GMM411711,
8519,Pablo04968032,
8520,diegomendez_zd,Ciudad Autónoma de Buenos Aire
8521,fmachado021,Cali Colombia
8522,AndresPretel9,
8523,nirsita,
8524,chistosito1,En las calles del mundo.
8525,deisy_avilan,Colombia
8526,mariannamarkets,Cali - Colombia
8527,soloesdavid,
8528,AndersonZapataS,"Quindio, Colombia"
8529,cashgenious,"Bogotá, D.C., Colombia"
8530,mafe_jorge,"València,PV., España"
8531,Pecoralt,Tokio 
8532,gdcamelo,Cali Valle
8533,JuanJoX579,Pereira /Palmira /Mexico
8534,LuchaProDerecho,"Philadelphia, Pennsylvania"
8535,lquelosembolata,
8536,ChileLibreSiem1,
8537,Cristia16578738,"Viña del Mar, Chile"
8538,AlexisPotes4,
8539,licelys_perez,
8540,StivenMirandaJ,Bogota Colombia
8541,ZANCHITO1,"Facatativá, Colombia"
8542,Fernand46357857,United States
8543,puzkas,En algún lugar de la mancha
8544,JuanSierra8010,"Bogotá, D.C., Colombia"
8545,CalpaRichard,
8546,laTorreAndresG,
8547,Juandlh29,Colombia
8548,IntlFromBelow,
8549,johnalxer,Cali
8550,14wombat1,Europe
8551,mil_scot,Central Scotland
8552,LuisJua60099728,
8553,Analysingthewo1,
8554,jlosadapolanco,
8555,MerlinElParla2,"Cali, Colombia"
8556,supercatrina66,Colombia
8557,TysonUribeVelez,"Cali, Colombia"
8558,sauterelle21,Berlin. Bogotá. Rio de Janeiro.
8559,andreaberjim03,
8560,Fenty36346845,
8561,LinusEkenstam,Subscribe to my substack
8562,Camilo8791,
8563,ErikdesdeCali,
8564,SisasSoyWilliam,3.5216° N 76.4170° W.
8565,MariaUribe64,"Medellín /Atlanta, GA"
8566,DarioSaloon1,King's Landing
8567,CaliResistencia,Springfield
8568,HieloSubmarin,ROLLYWOOD
8569,OnadaExpansiva,
8570,Leylacanci71,
8571,valencia0169,Hong Kong
8572,NoOlvidar13,
8573,MGiseH,Argentina
8574,ValenciaGuille8,xiaobei
8575,Bio_Philo_SZA,"Northampton, MA"
8576,1972GreenBeret,
8577,hiperwashdetail,"Washington, D.C. USA"
8578,eduardo113113,
8579,Valenti03379774,
8580,ElDani07800084,"Santiago, Chile"
8581,esprimeralinea,"Oaxaca de Juárez, Oax. México"
8582,ColombianLDC,Worldwide
8583,FrederikMedel,"Medellín, Colombia"
8584,Elsenador_,🇺🇸
8585,TauOmega3,"Santiago, Chile"
8586,Vozsilente,Chile
8587,JosAndr19687426,"La Pintana, Chile"
8588,juanher37841433,
8589,anavioletarojas,"Pachacamac, Peru"
8590,bobsparz,Lima Perú
8591,fcogaetep,Santiago
8592,GiulianaParga,Viña del Mar
8593,Cristobal_TC,Viña del Mar
8594,DeObstetrasPeru,
8595,AnyG2015,Entre Chile 🇨🇱 y el Mundo 🌎
8596,RuGar_V,502
8597,escuelaavila,"Ávila, España"
8598,Sup_Policia,España
8599,AlejoBlackSoul,"Santiago, Chile"
8600,salvaje_vida,Chile
8601,anitaherpz,En este bello mundo .
8602,jorgerivas_2012,Mulchen
8603,Olmos2021,"Hualpén, Chile"
8604,ingok27,"Providencia, Chile"
8605,FPMR_Chile,
8606,Skorpen52,Santiago de Chile
8607,Kedoms,
8608,patricio1312,Chile
8609,gloria_patriota,@PartidoRepublicano 
8610,jogureto,BOGOTA
8611,CansonaMorra,
8612,mabicho,Colombia
8613,wilromerol,"Medellín, Colombia"
8614,JhoanManuelMed2,Rumanía
8615,masbono,Colombia
8616,diyalid,
8617,Surfwolf_,surfeando.....🏄‍♂️
8618,otroandres_19,
8619,OskarHernndez0,Colombia
8620,raisepoker66,
8621,duende_cillo7,Chile 🇨🇱
8622,lindasaa8,"Santiago, Chile"
8623,FreduUrango,"Pereira, Colombia"
8624,PaulystiK,Santiago de Chile
8625,askher90,
8626,COQUITO_19,"Bogotá, D.C., Colombia"
8627,uribendito2022,"Bogotá, DC, Colombia"
8628,soldado_wilson,cali
8629,Juanpatojo1981,
8630,selva_marion,La realidad relativa
8631,salchiipapas,Colombia
8632,Haroldhch,"Valparaíso, Chile"
8633,OmarCar48405743,
8634,PatrickJavier__,
8635,alkalasam,
8636,FENASPE1,Ecuador
8637,IT_RangelLuna13,
8638,ZenSiete00,102525 - 753131
8639,DonGabetoX6,"Bogotá, D.C., Colombia"
8640,migmartin2466,bogota
8641,CarlosCBol,Bogotá
8642,AEC2911,
8643,santiagosar,"Bogotá, D.C., Colombia"
8644,ElNegroRoble,
8645,PongamosPereque,Mamer Town. 
8646,HumbertoGngora1,
8647,yojanacomosuena,
8648,JotaBD,"Planeta Tierra, por ahora."
8649,ParcheSpace,Colombia🇨🇴🇨🇴🇨🇴
8650,VictorM06173080,
8651,leonmario06,Florida
8652,MarioGo55818554,
8653,i_m_henry,
8654,NadiFadia,🇱🇧على الصخرة 
8655,mateciano1,
8656,larepublicapop,"Popayán, Colombia"
8657,OscarGm03972163,
8658,ingnestorjavier,Cartagena
8659,Andresobre,
8660,o_agudelo75,
8661,lotvx,Cali / Colombia
8662,JonathanDuranO2,
8663,gcabrera1994,planeta 🌏 marte
8664,jamerchica,Bogotá / Miami
8665,col_linea,
8666,qristiam,valledupar
8667,FNarvaezAbogado,
8668,ManzurEnrique,"Los Angeles, CA"
8669,oswal_rivera,"Bucaramanga, Colombia"
8670,LilianaMelo,New York
8671,rowdywolfsouth,🌐🇺🇳
8672,FEDESSP_Mich,
8673,suadmorad,Envigado
8674,PatrocinioDL,"Victoria, Tamaulipas"
8675,OaxacaFedessp,"Oaxaca,México"
8676,primeralineade,
8677,Ricardo49531113,
8678,Fer_Gutierrez_0,"Santa Fe, Argentina"
8679,FEDESSP,MÉXICO
8680,SebastianGue2,"Bogotá, D.C., Colombia"
8681,s_vitalia,✨VIÑADMAR✨IQQ✨
8682,Paradise1A,
8683,pacoangelm,"Oaxaca, México"
8684,COAOAmbiental,"Oaxaca, México"
8685,2Indiomable,
8686,HugoTagle,Santiago de Chile
8687,antoniobustosc,
8688,MiYOPolitico2,
8689,lachivaalerta,Colombia
8690,Igavec_Noticias,México
8691,PedroMatias8,Oaxaca
8692,Pau_Rios_,"Oaxaca, Oax., Méx."
8693,presidentekast,"Santiago, Chile"
8694,DonMuttley,Beyond
8695,pilaruramos,
8696,WilsonGaviriaO2,
8697,BienTwitero,"Chilezuela,  Talibania"
8698,NOCOMOCUENTO01,Cualquier parte de Colombia
8699,salud_cut,
8700,RomanovTrainer,Medellin
8701,asi_lo_queri,
8702,mdasis,Barranquilla
8703,emiliamarian,Argentina
8704,luisunamrebel,
8705,PrimeraLineaAM,Ciudad de México
8706,Freddymor817,Medellín Antioquia
8707,LaJornadaBC,Tijuana Mexicali Ensenada
8708,LaHijaDeThanos,💙Mi Mundo💙
8709,MayroOsma,Medellin
8710,janethmartine14,cali colombiaP
8711,FdoDuarte,Colombia
8712,Policia_NivelEj,
8713,dboxradio,LATAM
8714,Ing_Felipe_,Colombia
8715,ArqTrooper,"Santiago, Chile."
8716,jfhhoyos,Santiago de Cali
8717,apmorriz,"Bogotá, D.C., Colombia"
8718,filexmaster,Concepción Chile
8719,cfigueroaa,chile
8720,ElbaInvest,"Adeje, España"
8721,brigardmartinez,"Bogotá, D.C., Colombia"
8722,Sumercequeopina,el mundo
8723,SargentoYosa,México
8724,vivianaapolo,
8725,OsMaFco,"Oaxaca de Juárez, Oaxaca"
8726,Gelosnivon,
8727,chelo1215,Bogotá - Colombia
8728,CampusCarlosg,Cali
8729,cempu555,Colombia
8730,JIMOTE,Bogotá
8731,indeciperu,Lima - Perú
8732,AmorEternoCrist,
8733,lopezcarvajal23,EN TODO TERRITORIO NACIONAL
8734,TremendoTopic,
8735,eandrescardona,Santiago de Cali
8736,jocamcerv89,
8737,yimmys,Space
8738,siaradio,"Bogotá, Colombia"
8739,Laurapinzonb,
8740,ElbogaNet,"Tolima, Colombia"
8741,eddibm,"Bogotá, Colombia"
8742,Cr7Jurios,
8743,moraflorezlucia,
8744,Margari25309160,
8745,barrioalante,El Barrio 
8746,Charlesmorris23,Soacha
8747,CNotfor,
8748,undiamasen,
8749,NOcomacuento,Colombia
8750,JackGamerXD,En lo mas alto de la humanidad
8751,villadim,"Medellín, Antioquia"
8752,joychenriquez,Chillán-Chile
8753,ericahenriquezo,Libre pensadora
8754,PattyBust,Barranquilla
8755,frankelbaby,
8756,Adrgpz1,
8757,IntiLady,Ibarra
8758,cesarau1610,"Humadea, Meta. "
8759,samuelson76,Schweiz
8760,Porunmu31089465,
8761,Juank_Jem_C,Quito
8762,Nihil7Overcome,STGOSMOG
8763,AntonioCR1974,"Boyacá, Colombia"
8764,fggalarraga,Buenos Aires
8765,macorepe,Bogotá D.C. (Colombia)
8766,VianaDidier,Medellín colombia 
8767,DonSmithBR,
8768,aztecapuebla,"Puebla, México"
8769,JMartusech,
8770,zuletajf,
8771,optreas,Colombia
8772,lualcorg8,Ecuador
8773,_Fevernova_,
8774,johamorenoG,Colombia
8775,smider_restrepo,"Quito, Ecuador"
8776,NayeliSagaon,
8777,NormaCuadrosG,Bogotá Colombia
8778,george_galvis,"Oakland, CA"
8779,HumanCOLvoice,
8780,dianapolanco22,
8781,kim_hoyos,"Los Angeles, CA"
8782,franmarg,Venezuela
8783,nvtvxhv,htx
8784,Jhoam23,
8785,fkrgl,
8786,yaritzapereira,bogota - Soacha
8787,laura_velaides,"Cartagena, Colombia"
8788,AlvaroJoseN91,Estados Unidos
8789,Lauramonsa,New york
8790,ColBitacora,Colombia
8791,gentrificarNo,muy lejos
8792,Nellypolosai,
8793,doble_hpta,
8794,Amparitocasti10,
8795,car_172,La Grita- Edo. Tachira 
8796,ArielMA1963,Cuba
8797,Puntocritico96,
8798,KatalynaDurango,"Envigado, Colombia"
8799,NaxaRock,Zona 0
8800,Creativoloco,Colombia
8801,GuamanJhoan,
8802,krol90210,Colombia
8803,JohanRe40339382,
8804,CANDELA74409853,
8805,Isamardulce88,En la NATURALEZA 🌱🌿🌼
8806,DEISYMAR_TRU,
8807,OrientalS458,Venezuela
8808,KLileyka,
8809,FncPablo,"Miranda, Venezuela"
8810,UPDIApamates2,
8811,Leu2312,"Guárico, Venezuela"
8812,eopcastro,Venezuela
8813,CedenoBpdi,
8814,shelovesmebot,
8815,Fredy_Denko,"Bogotá, D.C., Colombia"
8816,juanpablo971018,"Bogotá, D.C., Colombia"
8817,Natajoignant,"Santiago, Chile"
8818,EdgardSolorzan2,Nicaragua
8819,arroba_name,
8820,juancarlosgut,Colombia
8821,Flakjok,"Madrid, Comunidad de Madrid"
8822,CorreaBluas,Providencia
8823,Juanca151,"Los Angeles, CA"
8824,juve_5_azuay,🅔🅒🅤🅐🅓🅞🅡 - 🅐🅩🅤🅐🅨 - 
8825,redvilla,Chile
8826,RNewen1,
8827,StephyCar,"Lima, PERU"
8828,mix_rb,
8829,queroldina,"Chile, donde se violan DDHH 😪"
8830,MauricioLoboR,Bogotá
8831,MusicGetaways,Florida
8832,rogervalencia,Moon Valley
8833,Sharon_Gablez,
8834,LEYSONALBERTO,
8835,CryptoPhillips,
8836,valeria26755362,
8837,josser01,"Medellín, Colombia"
8838,640Isabela,
8839,RobbyDrag11,
8840,Yeye21281949,
8841,lacampana_acero,Colombia - Bogotá.
8842,Octano_Colombia,"Madrid, Colombia"
8843,UNALmedellin,"Medellín, Colombia"
8844,AosPolicia,"Bogotá, Colombia"
8845,electronicaya,Bogotá
8846,SecretariaUn,"Bogotá, D.C., Colombia"
8847,PatrimonioDocUN,Ciudad Universitaria de Bogotá
8848,UNALOficial,Colombia
8849,JohaJaramilloP,Colombia
8850,lorenCeColl,"Santa Marta, Colombia"
8851,Facultad_Artes,"Bogotá, Colombia"
8852,DollyMontoyaUN,"Bogotá, D.C., Colombia"
8853,RecortesCero,España
8854,FEDECOLTRI,Cali - Colombia
8855,dirsinab,Bogotá - Colombia
8856,ICTAUNAL,Bogotá - Colombia
8857,un_bogota,Bogotá
8858,DirBienestarUN,Colombia
8859,PrensaUNAL,Colombia
8860,OAG_UNAL,Colombia
8861,FLOW_CHEMSAS,"Medellín, Colombia"
8862,CulturaCoCo,"Valle del Cauca, Colombia"
8863,ErmelRosario,Guayaquil - Ecuador
8864,TumacoUNAL,"San Andres de Tumaco, Colombia"
8865,MedicinaUNAL,"Bogotá, D.C., Colombia"
8866,Vladimi77575563,La Habana Cuba 
8867,DPB_Colombia,
8868,tucucta,"Cúcuta, Colombia"
8869,santiagocastane,"Medellín, Colombia"
8870,IvanDHerrera,Bogotá
8871,JuventudUnal,Colombia
8872,VRI_UN,Colombia
8873,UNdeLaPaz,"La Paz, Cesar (Colombia)"
8874,Sede_Orinoquia,Arauca - Arauca
8875,MoraConvers,"El Banco, Magdalena "
8876,TelevisionUNAL,Colombia
8877,LaSonoraNoticia,"Tunja, Boyacá"
8878,pastorleonm,Colombia
8879,UNALSedePalmira,"Palmira, Valle del Cauca"
8880,EgresadosUN_Nal,"Cll. 44#45-67, Blq. C7 of. 702"
8881,plazacentralccb,"Bogotá, D.C., Colombia"
8882,sindyvalbuena,
8883,chispa_roja,
8884,STEMsnFronteras,🇨🇴 🇨🇦 -LATAM 🌎
8885,sanzlucia5610,"Comunidad de Madrid, España"
8886,distribuna,"Bogotá, Colombia"
8887,gabriel88665471,Colombia
8888,ProArchipielago,
8889,elcolombiano,Medellín
8890,ICFEScol,"Bogotá, Colombia"
8891,aajlaudato,
8892,FedoptoOficial,Colombia
8893,Humanos3D,Colombia
8894,Corposucre1,"Sincelejo, Colombia"
8895,miparrap,"Bogotá, D.C., Colombia"
8896,FinanzautoCol,"Bogotá, Colombia"
8897,RadioUNAL,Carrera 45 No 26-85 Of 518
8898,editorialUN,"Bogotá, D.C., Colombia"
8899,EstrategicaUNAL,Bogota - Colombia
8900,CerrejonCol,Guajira - Colombia
8901,ValleAlDia1,
8902,javidm73,
8903,quesolandiabyb,Bogotá
8904,NataliaPMoraPsi,Bogotá
8905,cucaita_oscar,Bogotá D.C.
8906,diegokrestoon,
8907,EdroColombia,Barranquilla - Colombia 🇨🇴
8908,andres1087,Cali
8909,JonathanAraqueG,"Cali, Valle del Cauca"
8910,noraelianapino,COLOMBIA
8911,alviinyakitory,Medallo 
8912,DianyCaro,"Itagui, Colombia"
8913,camargo_pabon,
8914,Opino_libre1,#OpiniónLibre1 #Opinionlibre
8915,DianaMarcelaJ16,Bogota Colombia
8916,HurtadoMichely,
8917,SIRIUSFUNDACION,Bogotá
8918,OIRojasG,Medellín
8919,Al_Gonzalez14,Colombia
8920,vcortes96,
8921,varqing,"Cartagena, Colombia"
8922,jennyaraque,Colombia
8923,migtutor,Valle del Cauca - Colombia
8924,GustavoPatriot4,Mariano Roque Alonso
8925,MichiVandalo,"Bangui, Ilocos Region"
8926,rochyorblanc,Bogotá
8927,Laddy03064767,"Bogotá, D.C., Colombia"
8928,PaolaPlazaP,
8929,NoamChomsky_es,
8930,UNAL_Manizales,Manizales - Caldas - Colombia
8931,SalaAlternaUN,Auditorio Ángela Guzmán. Sindú
8932,AlgizAnsuz2125,
8933,tsmnoticias,Neiva - Huila - Colombia
8934,Erapime10,"Granada, Colombia"
8935,FcgRiocas,"Cali, Valle del Cauca."
8936,misca_co,Carrera 44 B #53B - 31 204
8937,danielista2021,
8938,Grupo_Legalite,Colombia
8939,DePersonerias,
8940,POLColombia,"Bogotá, D.C., Colombia"
8941,personeriamed,"Medellín, Antioquia, Cologmbia"
8942,latco_sa,"Cali, Colombia"
8943,SoftManagement_,"Bogotá, Colombia"
8944,expalsicarare,"Codazzi, Cesar. "
8945,OriginalYinking,
8946,IUDIGITAL,"Antioquia, Colombia"
8947,HospitalUNColom,"Bogotá, D.C., Colombia"
8948,widetechgroup,Cra 12 # 84a-12 Oficina 501
8949,Metrocaribe,
8950,HernanGarzonRep,"Bogotá, D.C., Colombia"
8951,localizaya,"Bogotá, D.C., Colombia"
8952,Cachaco26448465,
8953,juceencatalunya,Catalunya
8954,Adrianrrzz,
8955,UniformesUNO,Cll 1N 0-19E Qta Bosch Cúcuta
8956,jhon3rick,"Cali, Colombia"
8957,MiillsSerena,
8958,adri3117112164,"Bogotá, D.C., Colombia"
8959,caredigue,"Melbourne, Victoria"
8960,anaid735,En cualquier lugar del mundo
8961,linamarcela2,"Sao Paulo, Brasil"
8962,SantiagoRendnJ1,
8963,meli_monts,"Medellín, Colombia"
8964,sophiashouse,
8965,Nomecallo7788,
8966,SoraGonzlez,
8967,PUADRV,"Cali, Colombia "
8968,321Porti,
8969,PiyushC99868662,
8970,_06lm,
8971,talentosvisible,"Cali, Colombia"
8972,hassertoo21,
8973,Monikitar,"Brisbane, Australia"
8974,higuera_nata,
8975,elgrillobarillo,Cali
8976,vickygaleano,
8977,springmagca,
8978,arbolecl,
8979,VenSeremosCol,"Bogotá, D.C., Colombia"
8980,superadriana10,"Bogotá, D.C., Colombia"
8981,ArtistasSOS,
8982,dial9juanjuan,Miami + Medellin + Tulum
8983,crisfernan89,"Carolina del Norte, USA"
8984,ALTIPLANIAN,The Covid Ghetto.
8985,CalimanYaro,Paraíso Perdido
8986,freiriana,SillyconValley Latinoamerica
8987,unadaniela14,
8988,EloyResistencia,Chile
8989,bostonmike1987,
8990,xae75,"Cali, Colombia"
8991,erikdecali,Colombia
8992,CobraSioux,
8993,LillySchrijver,
8994,KrolinaTafur,"Bogotá, D.C., Colombia"
8995,astriway,"London, UK"
8996,DanielPrieto005,"Cali, Colombia"
8997,diego_barm,"Cali, Colombia"
8998,19fenixAndres,"Medellín, Antioquia"
8999,Reflexotica,"Cali, Colombia"
9000,elfred1130,"King, Ontario"
9001,RitaHombreG,cali.colombia
9002,AngelicaLozanoC,
9003,DraMolestia,
9004,DanyRuizM,Colombia
9005,hardpaella,
9006,CURTlSEOso,
9007,lucreciaulloa,
9008,LuisaMJaramillo,"Bogotá, Colombia"
9009,colombia6700,medellin
9010,caromarce0912,algún lugar del mundo
9011,LAMATARIFE,Rionegro Antioquia 
9012,joseduvan16,
9013,Juanita_rc,Colombia
9014,SeMaLo88,"Palmira, Colombia"
9015,AlexisHernadz,
9016,leijhorena,Colombia
9017,Duplicop,
9018,AnaLeloc,
9019,leododoista,Bogotá
9020,EstebanSinMas,
9021,Pipofilipom,Vivo al lado de Tonny Stark
9022,elerizomamerto,Internet
9023,rechurinfunflai,Cali
9024,AurelianoBvda,Usiacurí
9025,buhoelectrico,"Cali, Colombia"
9026,JuanBlancoT1,Venezuela
9027,jhonelvisv,Cali
9028,KorvenKuningas,
9029,CastanoValbuena,"Bogotá, D.C., Colombia"
9030,byLinRomero,Colombia
9031,Jose_atehortua,Medellín
9032,Pasabap19669444,
9033,ntcoral,
9034,HumbertoSurezG3,
9035,germanvalenci18,palmira - valle
9036,aureliobabiloni,Bogotà.Colombia
9037,_steven09,
9038,LealYPichacosa,GUÁRICO-VENEZUELA
9039,aleltbd,"Cali, Colombia"
9040,Ian_un,"Bogota, Colombia"
9041,CaterineMarquez,
9042,LazmarMartinez,
9043,afupegui,Bogota
9044,SebastianLiev,
9045,Pedro89644351,"Miami, FL"
9046,fabiangallego5,cali
9047,yiracajar984,"Barranquilla, Colombia"
9048,Nellycr86541021,
9049,Donbuziraco,
9050,ghsfcorporativ1,Colombia
9051,_CristianJurado,Cali
9052,conghelada,
9053,RNahuel_XXI,"Wallmapu, CP 4730000, Chile"
9054,mariadelpilargp,Cartagena
9055,yuraniscarpetta,"Cali, Colombia"
9056,marianavia2,"Yumbo, CO"
9057,JuliaDelSocorr2,
9058,intihuasi3,Buenos Aires
9059,_wis007,"Cali, Colombia"
9060,vpplrockclasics,
9061,mafequinalzate,
9062,MartinnBJ_,"Morón, Argentina"
9063,JeffersonCossi2,
9064,dika1677,
9065,SoneoHarold,"Cali, Colombia"
9066,cahuzare,Cali
9067,Saine,
9068,restinpoetry__,Trópico de cáncer
9069,CasandraAnam,
9070,Juanseb46939395,Bogota DC
9071,AlunaInsu,
9072,SCiosc,"Santiago de Cali, Colombia"
9073,CentenoLian,"Cali, Colombia"
9074,PetraRodrguez18,
9075,magicalhag,
9076,laurarc91,"Australia, Colombia"
9077,ElzaPatintin,
9078,LUCHO1969,"New York, NY"
9079,LeoPini77,
9080,fernan_26,Venezuela
